url,readability,sentence_level_sentiment,sentence_level_objectivity,bias,credibility,trust_metric,google_page_rank,alexa_reach_rank
https://www.aljazeera.com/indepth/features/girl-safe-mothers-ironing-daughters-breasts-200128130832821.html,nan,16.905746125854822,69.29322277963583,100,82.5,73.0,8,nan
https://www.firstshowing.net/2020/watch-javier-marcos-acclaimed-short-uno-set-on-a-fishing-boat/,nan,17.629166666666666,67.37083333333334,50,nan,nan,nan,nan
https://www.futurity.org/interactive-map-of-coronavirus-outbreak-2278562-2/,nan,14.713316197691197,70.10326479076478,100,nan,nan,nan,nan
https://www.vox.com/2020/2/4/21123557/state-of-the-union-2020-trump-socialism-venezuela-guaido,nan,8.323015873015873,78.08714285714285,100,100.0,53.0,8,837.0
https://www.psychologytoday.com/ca/blog/hope-resilience/202001/sesame-street-and-childhood-development-in-crisis-zones,nan,11.450249403374398,64.80986895049395,50,80.0,48.0,8,963.0
https://www.psychologytoday.com/us/blog/hope-resilience/202001/sesame-street-and-childhood-development-in-crisis-zones,nan,11.450249403374398,64.80986895049395,50,80.0,48.0,8,963.0
https://www.thedailybeast.com/star-trek-picard-with-its-refugee-crisis-and-anti-trump-messaging-may-be-the-most-political-show-on-tv,nan,18.843643414666143,52.721549914731746,100,100.0,48.0,8,1204.0
https://hypebeast.com/2020/1/sevdaliza-oh-my-god-single-stream-premiere,nan,16.47973184223184,57.334800384800374,100,nan,nan,nan,nan
https://news.yahoo.com/putin-discovers-pain-being-erdogan-045911446.html,nan,8.404761904761905,83.54704184704185,100,87.5,95.0,8,8.0
https://www.juancole.com/2020/02/humanitarian-catastrophe-syria-2.html,nan,11.553269034886682,69.56304112554112,50,nan,nan,nan,nan
https://www.vox.com/2020/2/10/21131546/angela-merkel-successor-resigned-germany-chancellor,nan,14.919709380350781,64.48055786940627,50,100.0,53.0,8,837.0
https://indianexpress.com/article/explained/understanding-the-bru-refugees-settlement-mizoram-tripura-6224956/,nan,10.61840055887675,74.00556013651251,0,nan,nan,nan,nan
https://www.aljazeera.com/news/2020/02/yemen-medical-flights-start-houthi-held-sanaa-200203102923294.html,nan,18.61855158730159,64.90823412698413,50,82.5,73.0,8,nan
https://www.salon.com/2020/01/26/the-convergence-third-world-debt-and-the-climate-crisis-are-intimately-connected/,nan,10.444506882006882,65.82836607836609,100,82.5,70.0,8,4163.0
https://www.abc.net.au/news/2020-02-12/syrian-refugee-children-draw-pictures-for-australian-bushfires/11953828,nan,16.021888771888776,60.801611676611664,50,nan,nan,nan,nan
https://www.theblaze.com/news/joe_biden_venezuela_confused_bolivia,nan,10.330722639933168,71.77339181286551,100,80.0,39.0,7,7464.0
https://news.yahoo.com/texas-bishops-criticize-abbott-refugee-164400405.html,nan,11.645661157024794,73.84767316017316,100,87.5,95.0,8,8.0
https://phys.org/news/2020-01-global-dissatisfaction-democracy-high-reveals.html,nan,10.20771705146705,68.10040885040884,50,nan,nan,nan,nan
https://www.bbc.com/news/world-africa-51183521,nan,14.779857397504454,67.84410279263221,50,95.0,84.0,8,81.0
https://www.insightsonindia.com/2020/01/21/insights-into-editorial-brus-to-permanently-settle-in-tripura-pact-signed/,nan,11.422063775004952,75.42545553574965,0,nan,nan,nan,nan
https://www.cbc.ca/news/technology/climate-refugees-un-1.5435843,nan,11.87177050003137,69.22069138590878,50,100.0,84.0,8,882.0
https://www.euronews.com/2020/01/17/significant-rise-in-migrants-entering-eu-from-turkey-in-2019,nan,12.5,67.37373737373737,100,nan,nan,nan,nan
https://sputniknews.com/india/202001161078053034-indian-home-minister-signs-agreement-to-end-bru-refugee-crisis/,nan,10.464015151515152,74.08143939393939,50,7.5,65.0,8,615.0
https://www.reuters.com/article/us-southsudan-attacks-idUSKBN1ZL273,nan,8.69047619047619,86.54761904761905,50,100.0,87.0,9,544.0
https://news.yahoo.com/dont-scrap-imperfect-iran-deal-142210291.html,nan,0.6249999999999999,73.125,50,87.5,95.0,8,8.0
https://voxeurop.eu/en/2020/migration-5124252?r=RSS-all,nan,9.600119677500626,70.97400593233927,0,nan,nan,nan,nan
https://deadline.com/2020/02/fuse-colossus-campanario-entertainment-jonathan-schienberg-jamil-sunsin-jaime-davila-immigration-family-separation-representation-1202854039/,nan,4.621794871794871,74.27564102564102,50,87.5,44.0,8,2226.0
https://people.com/movies/jonathan-pryce-says-cardinal-asked-two-popes-dvd-for-francis/,nan,15.847727272727273,73.83863636363637,100,75.0,46.0,8,1004.0
https://news.yahoo.com/sending-back-climate-refugees-may-061534118.html,nan,9.694433170995671,66.93435470779221,50,87.5,95.0,8,8.0
https://www.aljazeera.com/news/2020/01/trump-middle-east-plan-leaves-palestinians-lebanon-hopeless-200130050604938.html,nan,13.866265678765682,71.55240939615939,50,82.5,73.0,8,nan
https://www.aljazeera.com/news/2020/02/turkey-deploys-tanks-syrian-border-fresh-idlib-violence-200202112308322.html,nan,8.121081850248517,70.69684944684946,100,82.5,73.0,8,nan
https://nationalinterest.org/blog/middle-east-watch/plausible-solution-syrian-refugee-crisis-121231,nan,10.135063431938434,64.997843013468,50,nan,nan,nan,nan
https://news.yahoo.com/climate-crisis-could-justify-asylum-claims-un-committee-192036346.html,nan,8.048987776928954,70.87825736355148,50,87.5,95.0,8,8.0
https://sputniknews.com/society/202001151078044226-refugee-porn-is-on-the-rise-as-europe-deals-with-its-migrant-crisis---report/,nan,7.2564935064935066,66.03844568130283,100,7.5,65.0,8,615.0
https://www.highsnobiety.com/p/slow-factory-study-hall-sustainable-fashion/,nan,7.389754738438951,72.78451421872475,100,nan,nan,nan,nan
https://www.voanews.com/middle-east/military-action-escalating-along-humanitarian-crisis-syria,nan,18.009209744503867,67.99598930481284,50,100.0,68.0,8,2811.0
https://indianexpress.com/article/express-sunday-eye/sunday-eye-special-republic70-republic-day-india-constitution-citizenship-democracy-6235218/,nan,13.046343537414966,70.17148526077096,0,nan,nan,nan,nan
https://www.voanews.com/east-asia-pacific/least-15-rohingya-muslims-killed-boat-sinks-coast-bangladesh,nan,13.09090909090909,77.2,100,100.0,68.0,8,2811.0
https://www.repubblica.it/esteri/2020/02/04/news/usa_2020_via_ai_caucus_in_iowa_per_le_primarie_dem-247535015/,nan,5.476190476190477,93.17460317460318,100,82.5,77.0,8,548.0
https://euobserver.com/tickers/147254,nan,27.38095238095238,43.57142857142857,50,80.0,40.0,7,19684.0
https://www.reuters.com/article/us-syria-security-idp-idUSKBN1ZU2K0,nan,10.63888888888889,68.87954545454545,50,100.0,87.0,9,544.0
https://www.reuters.com/article/us-syria-security-un-idUSKBN2051MA,nan,18.291666666666664,58.152777777777786,50,100.0,87.0,9,544.0
https://www.vox.com/policy-and-politics/2020/2/4/21115084/trump-wall-border-immigrants-sotu-state-union,nan,16.789457070707073,64.63044883357382,100,100.0,53.0,8,837.0
https://www.fastcompany.com/90454839/sesame-streets-newest-show-is-designed-to-help-kids-displaced-from-syria,nan,11.479040404040402,71.79511784511786,50,87.5,64.0,8,2064.0
https://foreignpolicy.com/2020/02/07/could-venezuelas-loss-be-latin-americas-gain/,nan,16.30048675157371,64.31864190559844,100,87.5,45.0,8,12475.0
https://www.cbc.ca/news/technology/what-on-earth-newsletter-wood-buildings-climate-migrants-1.5454418,nan,12.259583651642474,74.65562515915455,100,100.0,84.0,8,882.0
https://www.gizmodo.com.au/2020/01/climate-threats-are-grounds-for-seeking-asylum-un-body-rules/,nan,7.807945526695526,75.62015331890332,100,75.0,60.0,8,529.0
https://www.slashfilm.com/sundance-2020-movies-sold/,nan,18.971904497133856,55.26029462382673,100,nan,nan,nan,nan
https://fortune.com/2020/02/01/europe-refugee-crisis-children-greece/,nan,0.0,90.0,100,100.0,66.0,8,2716.0
https://sputniknews.com/analysis/202001211078086543-refugee-crisis--anti-muslim-concerns-caa-protests-are-driven-by-two-different-agendas--journo/,nan,11.780947792460951,64.06149527860055,50,7.5,65.0,8,615.0
https://www.seattletimes.com/nation-world/nation/un-refugee-agency-major-rise-in-migrants-stopped-off-libya/,nan,9.020138888888887,78.95555555555556,50,100.0,66.0,8,4778.0
https://deadline.com/2020/01/genius-aretha-nat-geo-series-adds-cast-1202830867/,nan,7.481004238816739,78.54282291782292,50,87.5,44.0,8,2226.0
https://nypost.com/2020/01/16/republican-muslim-refugee-dalia-al-aqidi-announces-shes-running-against-ilhan-omar/,nan,9.908212560386474,69.67391304347825,50,95.0,52.0,8,741.0
https://www.nbcnews.com/news/latino/mlb-players-venezuela-put-spotlight-their-home-country-s-crisis-n1116616,nan,0.0,100.0,50,100.0,78.0,8,581.0
https://www.tabnak.ir/fa/news/957881/crisis-in-lesbos-as-flood-of-migrants-increases,nan,0.0,100.0,100,nan,nan,nan,nan
https://www.gamespot.com/reviews/star-trek-picard-episode-1-remembrance-review-o-ca/1900-6417391/,nan,25.98335082425992,50.39804065182854,100,nan,nan,nan,nan
https://www.engadget.com/2020/01/29/google-heritage-on-the-edge-3d-scans/,nan,2.083333333333333,93.37962962962963,100,100.0,76.0,8,566.0
https://www.engadget.com/2020/01/28/youtube-climate-change-misinformation/,nan,2.6296296296296293,86.85185185185185,100,100.0,76.0,8,566.0
https://www.bbc.co.uk/news/science-environment-24021772,nan,16.389387316923546,67.33283490529867,100,95.0,96.0,9,102.0
https://www.wired.com/story/guide-to-climate-success/,nan,17.761503928170594,64.28662417829084,50,100.0,85.0,8,1138.0
https://www.wired.com/story/amazon-employees-protest-communications-policy/,nan,17.128496503496507,65.86536326920942,100,100.0,85.0,8,1138.0
https://www.bbc.co.uk/news/science-environment-51357200,nan,12.836580086580087,63.18893011750155,100,95.0,96.0,9,102.0
https://www.bbc.co.uk/news/science-environment-51134254,nan,11.171257644471929,73.63273465952038,100,95.0,96.0,9,102.0
https://earther.gizmodo.com/the-depressing-reason-more-drought-could-lead-to-less-c-1840977438,nan,17.045251623376622,58.125273783755915,100,75.0,60.0,8,529.0
https://mashable.com/video/amazon-employees-criticize-climate-policy/,nan,10.0,90.0,100,62.5,75.0,9,nan
https://earther.gizmodo.com/extreme-heat-is-another-legacy-of-segregation-1840979371,nan,12.927649510982844,55.539976484420926,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/why-the-taal-eruption-wont-slow-down-climate-change-1841026643,nan,15.872968106995886,59.03281893004115,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/french-oil-giant-ranked-as-climate-leader-the-same-week-1841327004,nan,8.35470387100822,51.40406393123784,100,75.0,60.0,8,529.0
https://www.bbc.co.uk/news/world-australia-51301917,nan,14.430834317197954,73.72441951987406,100,95.0,96.0,9,102.0
https://mashable.com/article/how-to-cope-climate-change-anxiety/,nan,11.108279864976295,71.19732078437437,100,62.5,75.0,9,nan
https://www.wired.com/story/australias-wildfires-might-intensify-future-climate-crises/,nan,11.05180499577051,67.7860377170722,100,100.0,85.0,8,1138.0
https://www.cnn.com/videos/world/2020/02/05/man-swims-glacier-climate-change-activism-orig.cnn,nan,0.0,100.0,100,100.0,87.0,9,nan
https://mashable.com/article/climate-change-business-as-usual-catastrophic/,nan,17.26513844448627,62.71163498337412,100,62.5,75.0,9,nan
https://www.bbc.co.uk/news/world-europe-51082875,nan,16.117424242424242,70.1467803030303,100,95.0,96.0,9,102.0
https://www.bbc.co.uk/news/uk-england-cambridgeshire-50661606,nan,6.381578947368421,80.18859649122807,50,95.0,96.0,9,102.0
https://www.theverge.com/2020/1/29/21113300/democrats-green-bank-national-climate-change-capital-greenhouse-gases,nan,13.403374733731875,67.27624458874459,100,100.0,75.0,8,443.0
https://earther.gizmodo.com/miami-is-fucked-1841431975,nan,12.403397817460316,65.56200396825396,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/how-youtube-profits-from-climate-denial-and-misinformat-1841042989,nan,17.760108525733525,61.91422158088825,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/climate-change-is-making-it-harder-for-polar-bears-to-r-1841454456,nan,12.812092600885704,66.47254565358014,100,75.0,60.0,8,529.0
https://www.bbc.co.uk/news/av/world-us-canada-51148065/the-efforts-to-save-the-great-dismal-swamp,nan,26.607142857142858,48.66071428571428,100,95.0,96.0,9,102.0
https://www.bbc.co.uk/news/health-51237225,nan,16.07004296208842,62.31697658402204,100,95.0,96.0,9,102.0
https://earther.gizmodo.com/appeals-court-reluctantly-kills-youth-climate-case-agai-1841066244,nan,18.186706349206347,55.00595238095238,100,75.0,60.0,8,529.0
https://www.bbc.co.uk/news/uk-51211853,nan,5.70899470899471,84.54100529100529,50,95.0,96.0,9,102.0
https://www.cnn.com/2020/01/30/us/new-jersey-climate-change-permit/index.html,nan,19.176136363636363,65.76704545454545,100,100.0,87.0,9,nan
https://earther.gizmodo.com/this-un-treaty-would-tackle-the-climate-and-extinction-1840999493,nan,17.22061011904762,63.59623015873015,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/maybe-these-davos-guys-have-some-good-ideas-about-clima-1841181110,nan,14.310898669232,58.041171637004965,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/climate-change-could-force-millions-of-americans-to-fle-1841261940,nan,11.504779942279942,66.73889872753509,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/if-trump-wants-his-racist-border-wall-hell-have-to-sta-1841383594,nan,13.544377104377105,70.32779461279462,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/teen-climate-strikers-have-capitalists-shook-1841018129,nan,12.326593460739801,71.03677420140835,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/caring-about-climate-can-help-you-get-laid-1841071030,nan,14.850003890445066,61.17577030812325,100,75.0,60.0,8,529.0
https://www.cnn.com/videos/world/2020/02/03/climate-activist-ice-sheet-swim-antarctic.cnn,nan,10.416666666666668,79.86111111111111,100,100.0,87.0,9,nan
https://mashable.com/article/amazon-employees-climate-policy/,nan,8.451526675485008,74.85562720458555,100,62.5,75.0,9,nan
https://lifehacker.com/the-most-important-moments-from-last-nights-democratic-1841017367,nan,15.00224292615597,75.12853692201517,100,nan,nan,nan,nan
https://mashable.com/article/climate-change-january-2020-warmest-on-record/,nan,7.282552083333335,63.532986111111114,100,62.5,75.0,9,nan
https://mashable.com/video/greta-thunberg-atlantic-crossing-documentary/,nan,12.269283746556475,80.6301652892562,100,62.5,75.0,9,nan
https://earther.gizmodo.com/climate-threats-are-grounds-for-seeking-asylum-un-body-1841132046,nan,8.048362193362193,73.74511544011544,100,75.0,60.0,8,529.0
https://mashable.com/article/kids-climate-trial-not-over-yet/,nan,15.316304066304063,63.583557646057656,100,62.5,75.0,9,nan
https://earther.gizmodo.com/over-55-climate-scientists-call-bs-on-joe-bidens-claim-1841318428,nan,15.088188116597209,53.56820136933773,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/more-than-350-employees-risk-their-jobs-to-call-out-ama-1841243939,nan,19.599733327674503,54.93589253883372,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/the-climate-crisis-is-about-right-and-wrong-1841190385,nan,15.099470899470898,61.400485008818336,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/bumblebees-have-something-new-to-worry-about-1841495875,nan,18.0747230710466,57.51225490196078,100,75.0,60.0,8,529.0
https://nationalpost.com/pmn/environment-pmn/climate-change-seen-causing-mass-extinction-of-bumblebees,nan,11.601473922902496,66.22543461829176,50,nan,nan,nan,nan
https://earther.gizmodo.com/bernie-is-right-trade-is-a-climate-issue-1841020691,nan,15.48754895897753,63.56742939600082,100,75.0,60.0,8,529.0
https://www.bbc.com/news/business-51111727,nan,12.574168556311413,64.54837490551776,100,95.0,84.0,8,81.0
https://mashable.com/article/kids-climate-lawsuit-thrown-out/,nan,16.971280163730658,60.020637778063545,100,62.5,75.0,9,nan
https://mashable.com/video/where-smoke-goes-to-die/,nan,0.0,100.0,100,62.5,75.0,9,nan
https://www.cnn.com/2020/02/03/world/lewis-pugh-swims-arctic-climate-change-trnd/index.html,nan,34.266666666666666,47.599999999999994,50,100.0,87.0,9,nan
https://mashable.com/article/snow-texas-twitter/,nan,11.21067821067821,64.51801629742806,50,62.5,75.0,9,nan
https://earther.gizmodo.com/were-drowning-in-plastic-a-new-bill-would-make-compani-1841604114,nan,8.533300033300034,71.59260184260184,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/why-the-climate-movements-next-big-target-is-wall-stree-1840935715,nan,10.511634199134196,69.26988048183699,100,75.0,60.0,8,529.0
https://www.theverge.com/2020/1/29/21113522/weathering-with-you-review-climate-change-makoto-shinkai,nan,18.93548418548418,48.6421063921064,100,100.0,75.0,8,443.0
https://scitechdaily.com/bumble-bees-are-going-extinct-in-time-of-climate-chaos/,nan,10.472095959595961,67.13421717171717,100,nan,nan,nan,nan
https://www.eurasiareview.com/08022020-why-bumble-bees-are-going-extinct-in-time-of-climate-chaos/,nan,15.234329906204904,56.41123286435785,100,nan,nan,nan,nan
https://mashable.com/article/antarctica-temperature-record/,nan,19.625996810207337,53.33971291866029,50,62.5,75.0,9,nan
https://www.theverge.com/2020/1/31/21115862/davos-1-trillion-trees-controversy-world-economic-forum-campaign,nan,16.395526615478538,74.33759723182798,100,100.0,75.0,8,443.0
https://earther.gizmodo.com/greta-thunbergs-message-to-capitalists-act-as-if-you-l-1841130508,nan,8.542717086834735,76.20378151260503,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/the-uk-plans-to-ban-the-sale-of-gas-and-hybrid-cars-by-1841455978,nan,11.941849816849816,71.7675518925519,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/new-climate-models-show-that-clouds-could-screw-the-par-1841000435,nan,21.18059163059163,58.50537217412217,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/doomsday-is-now-just-100-seconds-away-1841178662,nan,13.658945221445222,71.28904428904428,100,75.0,60.0,8,529.0
https://www.engadget.com/2020/02/07/antarctica-is-hotter-than-its-ever-been/,nan,10.15625,65.41666666666667,100,100.0,76.0,8,566.0
https://earther.gizmodo.com/how-likely-is-the-worst-case-climate-scenario-1841330244,nan,15.421124510410223,61.56114718614719,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/us-carbon-emissions-are-on-track-to-fall-a-shameful-4-p-1841392107,nan,15.002623569268977,56.9039551246184,100,75.0,60.0,8,529.0
https://www.cnet.com/news/congress-to-google-stop-incentivizing-climate-change-misinformation-on-youtube/,nan,9.817708333333332,72.33217592592592,100,100.0,86.0,8,155.0
https://www.cbc.ca/kidsnews/post/doomsday-clock-100-seconds-to-midnight-not-if-these-kids-can-help-it,nan,11.359834908222005,72.84796893667863,100,100.0,84.0,8,882.0
https://earther.gizmodo.com/joe-biden-says-no-scientists-back-bernie-sanders-clima-1841209845,nan,12.395726747999474,62.38954479863571,100,75.0,60.0,8,529.0
https://www.wired.com/story/space-force-trump-zuckerberg-facebook-oversight/,nan,19.86386420596947,68.97912711070606,100,100.0,85.0,8,1138.0
https://www.npr.org/2020/01/18/797638115/womens-march-draws-a-smaller-but-passionate-crowd,nan,6.919642857142857,79.7172619047619,50,100.0,84.0,8,521.0
https://earther.gizmodo.com/chuck-schumer-is-a-last-minute-no-on-trumps-north-ameri-1841048082,nan,12.185188525466303,69.21694457805569,100,75.0,60.0,8,529.0
https://mashable.com/article/ozone-climate-change-arctic-cfc-study/,nan,18.94770283479961,67.25765721733464,50,62.5,75.0,9,nan
https://www.reuters.com/article/us-usa-fed-climatechange-idUSKBN1ZT031,nan,4.472527472527473,82.61721611721612,50,100.0,87.0,9,544.0
https://earther.gizmodo.com/drink-it-if-youve-got-it-climate-crisis-puts-85-percen-1841270458,nan,21.362512883941452,56.04566068851782,100,75.0,60.0,8,529.0
https://earther.gizmodo.com/a-hotter-climate-will-kill-americans-in-unexpected-ways-1840972802,nan,15.646627565982403,59.939262052165276,100,75.0,60.0,8,529.0
https://www.oakbaynews.com/news/research-shows-climate-change-silencing-spots-once-buzzing-with-bees/,nan,8.645399305555555,69.47309027777777,100,nan,nan,nan,nan
https://www.reuters.com/article/us-davos-meeting-globalrisks-idUSKBN1ZE10E,nan,17.97019085411943,63.544406651549515,50,100.0,87.0,9,544.0
https://www.reuters.com/article/us-davos-meeting-trump-idUSKBN1ZK161,nan,14.139054232804234,71.6374007936508,50,100.0,87.0,9,544.0
https://www.reuters.com/article/us-britain-eu-future-idUSKBN1ZU1CQ,nan,14.547979797979801,66.5530303030303,50,100.0,87.0,9,544.0
https://www.cnn.com/2020/01/22/business/prince-charles-climate-davos/index.html,nan,10.124338624338623,71.84391534391534,100,100.0,87.0,9,nan
https://www.engadget.com/2020/01/29/adidas-primeblue-primegreen-recycled-plastics/,nan,13.997668997668999,70.22144522144522,50,100.0,76.0,8,566.0
https://www.bbc.co.uk/news/world-europe-51189430,nan,15.4655248133509,71.52635046113306,100,95.0,96.0,9,102.0
https://time.com/5765622/youtube-climate-change-denial/,nan,11.51612103174603,61.195188492063494,100,95.0,64.0,8,1028.0
https://mashable.com/video/australia-fire-canberra-watch/,nan,12.447973785473783,67.4981782106782,100,62.5,75.0,9,nan
https://earther.gizmodo.com/dildos-and-nude-fundraising-show-how-the-climate-crisis-1841018547,nan,12.324710755514326,70.32125463821892,100,75.0,60.0,8,529.0
https://venturebeat.com/2020/01/31/the-deanbeat-will-cloud-gaming-make-climate-change-worse/,nan,16.45451716039951,69.72141819690837,100,nan,nan,nan,nan
https://mashable.com/article/420-months-above-average-temperatures-climate-change/,nan,10.428571428571427,76.19571995464852,100,62.5,75.0,9,nan
https://mashable.com/article/australia-flooding-bushfire-sign-photo/,nan,19.178444104914693,42.319129672070844,100,62.5,75.0,9,nan
